6707, 0.00, 0.00, 0.00, 0.00, 0.00  |  0.00, 0.00, 0.00, 0.00, 0.00
Kp = 3E-7
Ki = 1E-11
Setting left:  30
2700.00
28455, 2957.53, 0.00, -2957.53, 71447280.00, 21.43  |  970.04, 0.00, 0.00, 0.00, 0.00
28558, 3119.54, 0.00, -3119.54, 69999632.00, 20.99  |  903.86, 0.00, 0.00, 0.00, 0.00
28661, 2801.75, 0.00, -2801.75, 68603656.00, 20.58  |  976.75, 0.00, 0.00, 0.00, 0.00
28764, 3158.96, 0.00, -3158.96, 67197568.00, 20.15  |  952.16, 0.00, 0.00, 0.00, 0.00
28867, 3212.95, 0.00, -3212.95, 65841652.00, 19.75  |  906.82, 0.00, 0.00, 0.00, 0.00
28971, 3273.97, 0.00, -3273.97, 64411148.00, 19.32  |  902.85, 0.00, 0.00, 0.00, 0.00
29074, 3141.10, 0.00, -3141.10, 62998856.00, 18.89  |  972.42, 0.00, 0.00, 0.00, 0.00
29177, 2850.30, 0.00, -2850.30, 61690304.00, 18.50  |  935.59, 0.00, 0.00, 0.00, 0.00
29280, 2602.81, 0.00, -2602.81, 60507876.00, 18.15  |  767.88, 0.00, 0.00, 0.00, 0.00
29383, 2291.27, 0.00, -2291.27, 59388072.00, 17.81  |  747.43, 0.00, 0.00, 0.00, 0.00
29486, 2325.58, 0.00, -2325.58, 58338308.00, 17.50  |  747.43, 0.00, 0.00, 0.00, 0.00
29589, 2040.65, 0.00, -2040.65, 57393032.00, 17.21  |  689.52, 0.00, 0.00, 0.00, 0.00
29692, 1768.41, 0.00, -1768.41, 56532192.00, 16.95  |  596.19, 0.00, 0.00, 0.00, 0.00
29795, 1607.41, 0.00, -1607.41, 55769920.00, 16.73  |  596.19, 0.00, 0.00, 0.00, 0.00
29898, 1531.21, 0.00, -1531.21, 55044492.00, 16.51  |  621.10, 0.00, 0.00, 0.00, 0.00
30001, 1462.33, 0.00, -1462.33, 54331960.00, 16.29  |  668.88, 0.00, 0.00, 0.00, 0.00
30104, 1469.38, 0.00, -1469.38, 53654468.00, 16.09  |  668.88, 0.00, 0.00, 0.00, 0.00
30208, 1885.65, 0.00, -1885.65, 52863332.00, 15.85  |  455.31, 0.00, 0.00, 0.00, 0.00
30311, 1607.82, 0.00, -1607.82, 52100980.00, 15.63  |  455.31, 0.00, 0.00, 0.00, 0.00
